,Symbol,Company,Price,Change%1D,Change1D,Volume1D,Volume*Price1D,MarketCap,MarketCapPerformance%1Y,PriceEarningRatio,EarningPerShare(TTM),Employees(FY),Sector
3771,601899,ZIJIN MINING GROUP COMPANY LIMITED,12.87,-1.23%,-0.16,84007000.0,1081000000.0,336762000000.0,49.02%,17.45,0.74,48836.0,Non-Energy Minerals
3772,601900,SOUTHERN PUBLISHING AND MEDIA COMPANY LIMITED,18.54,-8.13%,-1.64,39871000.0,739199000.0,18078000000.0,163.79%,16.03,1.16,7158.0,Consumer Services
3773,601901,FOUNDER SECURITIES,7.84,-1.13%,-0.09,92158000.0,722517000.0,65281000000.00001,24.49%,28.98,0.27,7988.0,Finance
3774,601908,"BEIJING JINGYUNTONG TECHNOLOGY CO.,LTD.",5.41,0.00%,0.00,9012000.0,48756000.0,13063000000.0,-38.80%,18.11,0.30,5033.0,Electronic Technology
3775,601916,CHINA ZHESHANG BANK,2.72,0.00%,0.00,83056000.0,225914000.0,70654000000.0,6.08%,4.36,0.62,19907.0,Finance
3776,601918,CHINA COAL XINJI ENERGY,4.27,-0.23%,-0.01,10507000.0,44866000.0,11088000000.0,-11.57%,5.19,0.82,15567.0,Energy Minerals
3777,601919,COSCO SHIPPING HOLDINGS,9.84,0.10%,0.01,28241000.0,277889000.0,150629000000.0,-26.85%,1.77,5.55,31510.0,Transportation
3778,601921,ZHEJIANG PUBLISHING & MEDIA,8.43,-3.88%,-0.34,21665000.0,182640000.0,19489000000.0,18.04%,13.06,0.65,6976.0,Consumer Services
3779,601928,JIANGSU PHOENIX PUBLISHING&MEDIA CORPORATION LIMITED,10.38,-5.64%,-0.62,15956000.0,165621000.0,27994000000.0,70.54%,12.64,0.82,7125.0,Consumer Services
3780,601929,JISHI MEDIA,1.99,-2.45%,-0.05,62283000.0,123943000.0,6735000000.0,7.94%,N/A,-0.13,6320.0,Industrial Services
3781,601933,YONGHUI SUPERSTORES,3.48,0.00%,0.00,75337000.0,262173000.0,30213000000.0,-2.25%,N/A,-0.29,108758.0,Retail Trade
3782,601939,CHINA CONSTRUCTION BANK CORPORATION,5.98,0.17%,0.01,52033000.0,311160000.0,N/A,-6.42%,N/A,,352588.0,Finance
3783,601949,CHINA PUBLISHING & MEDIA HOLDINGS,10.39,-4.59%,-0.50,43403000.0,450962000.0,19847000000.0,140.40%,27.85,0.37,3904.0,Consumer Services
3784,601952,"JIANGSU PROVINCIAL AGRICULTURAL RECLAMATION AND DEVELOPMENT CO.,LTD",12.48,-1.03%,-0.13,8218999.999999999,102573000.0,17377000000.0,-4.40%,N/A,0.55,9531.0,Process Industries
3785,601956,HUBEI DONPER ELECTROMECHANICAL GROUP,5.74,-1.71%,-0.10,5738000.0,32933999.999999996,3633000000.0,0.23%,22.21,0.26,6359.0,Producer Manufacturing
3786,601958,"JINDUICHENG MOLYBDENUM CO.,LTD",11.75,-1.92%,-0.23,28572000.0,335716000.0,38655000000.0,40.94%,N/A,0.66,5327.0,Non-Energy Minerals
3787,601963,BANK OF CHONGQING,8.18,0.12%,0.01,2382000.0,19486000.0,21413000000.0,11.96%,N/A,1.40,4992.0,Finance
3788,601965,"CHINA AUTOMOTIVE ENGINEERING RESEARCH INSTITUE CO.,LTD",22.93,-0.09%,-0.02,1858000.0,42609000.0,22498000000.0,54.19%,32.13,0.72,2571.0,Commercial Services
3789,601966,"SHANDONG LINGLONG TYRE CO.,LTD",23.99,-0.17%,-0.04,7980000.0,191448000.0,35052000000.0,-7.94%,57.50,0.42,18534.0,Consumer Durables
3790,601968,"SHANGHAI BAOSTEEL PACKAGING CO.,LTD",6.73,-0.30%,-0.02,3958000.0,26636000.0,7648000000.0,-23.38%,28.71,0.23,1365.0,Process Industries
3791,601969,"HAINAN MINING CO.,LTD",6.96,-0.43%,-0.03,4463000.0,31062000.0,14242000000.0,-11.94%,24.21,0.29,3055.0,Non-Energy Minerals
3792,601975,NANJING TANKER CORPORATION,3.17,-0.31%,-0.01,47941000.0,151974000.0,15432000000.0,-11.42%,8.86,0.36,2478.0,Transportation
3793,601985,CHINA NATIONAL NUCLEAR POWER,7.32,-2.01%,-0.15,74689000.0,546723000.0,141058000000.0,21.68%,15.28,0.49,17090.0,Utilities
3794,601988,BANK OF CHINA LIMITED,3.84,0.26%,0.01,83260000.0,319720000.0,N/A,22.25%,N/A,,306182.0,Finance
3795,601989,CHINA SHIPBUILDING INDUSTRY COMPANY LIMITED,4.49,-0.44%,-0.02,63098000.0,283309000.0,102837000000.0,18.68%,N/A,-0.10,31740.0,Producer Manufacturing
3796,601990,NANJING SECURITIES,9.17,0.44%,0.04,63091000.0,578549000.0,34263000000.0,9.08%,45.85,0.20,2168.0,Finance
3797,601991,"DATANG INTERNATIONAL POWER GENERATION CO.,LTD.",3.00,-1.96%,-0.06,70131000.0,210392000.0,45736000000.0,12.23%,410.96,0.01,31227.0,Utilities
3798,601992,BBMG CORPORATION,2.38,-0.42%,-0.01,26457000.0,62968000.0,21861000000.0,-7.36%,41.98,0.06,45991.0,Non-Energy Minerals
3799,601995,CHINA INTERNATIONAL CAPITAL CORPORATION LIMITED,43.40,-1.81%,-0.80,60227000.0,2614000000.0,160147000000.0,10.99%,25.57,1.70,15168.0,Finance
3800,601996,"GUANGXI FENGLIN WOOD LNDUSTRY GROUP CO.,LTD.",2.55,-1.16%,-0.03,6646000.0,16947000.0,2956000000.0,-11.03%,850.00,0.00,1205.0,Non-Energy Minerals
3801,601997,BANK OF GUIYANG CO.LTD.,5.73,0.35%,0.02,18869000.0,108122000.0,20827000000.0,3.95%,3.42,1.67,6628.0,Finance
3802,601998,CHINA CITIC BANK CORPORATION LIMITED,5.75,0.00%,0.00,21666000.0,124582000.0,245822000000.0,30.88%,N/A,,61103.0,Finance
3803,601999,NORTHERN UNITED PUBLISHING & MEDIA ?GROUP? COMPANY LIMITED,7.44,-3.00%,-0.23,63440000.0,471992000.0,4226000000.0,35.51%,51.60,0.14,2090.0,Consumer Services
3804,603000,"PEOPLE.CN CO.,LTD",30.73,-5.91%,-1.93,94475000.0,2903000000.0,36112000000.0,199.08%,96.76,0.32,3215.0,Technology Services
3805,603001,ZHEJIANG AOKANG SHOES,5.71,-0.52%,-0.03,2043000.0000000002,11663000.0,2302000000.0,-21.90%,N/A,-0.88,6931.0,Consumer Non-Durables
3806,603002,EPOXY BASE ELECTRONIC MATERIAL CORPORATION LIMITED,5.56,-1.77%,-0.10,6198000.0,34463000.0,5116000000.0,-9.00%,9.67,0.57,N/A,Process Industries
3807,603003,SHANGHAI LONYER DATA CO LTD,9.07,-1.52%,-0.14,3327000.0,30173000.0,3666000000.0,17.32%,90.52,0.10,N/A,Distribution Services
3808,603005,"CHINA WAFER LEVEL CSP CO., LTD",21.30,-2.74%,-0.60,21377000.0,455341000.0,14277000000.0,-27.77%,83.07,0.26,N/A,Electronic Technology
3809,603006,"SHANGHAI LIANMING MACHINERY CO.,LTD",11.08,-0.18%,-0.02,2520000.0,27920000.0,2822000000.0,13.15%,17.71,0.63,2311.0,Producer Manufacturing
3810,603007,FLOWER KING ECO-ENGINEERING INC,4.53,-1.09%,-0.05,1827000.0,8276000.0,1577000000.0,21.49%,N/A,-0.70,N/A,Commercial Services
3811,603008,"XILINMEN FURNITURE CO.,LTD.",24.62,-1.83%,-0.46,7651000.0,188372000.0,9716000000.0,-13.99%,39.71,0.62,9317.0,Consumer Durables
3812,603009,"SHANGHAI BEITE TECHNOLOGY CO.,LTD.",7.02,-1.13%,-0.08,3936000.0,27634000.0,2547000000.0,-8.39%,90.58,0.08,1267.0,Producer Manufacturing
3813,603010,"ZHEJIANG WANSHENG CO.,LTD",11.24,0.27%,0.03,2154000.0,24213000.0,6601000000.0,-33.63%,22.87,0.50,1627.0,Process Industries
3814,603011,HEFEI METALFORMING INTELLIGENT MANUFACTURING,6.67,-0.45%,-0.03,2824000.0,18837000.0,3231000000.0,-15.08%,486.86,0.01,1935.0,Electronic Technology
3815,603012,"SHANGHAI CHUANGLI GROUP CO.,LTD.",5.88,-1.18%,-0.07,5785000.0,34013000.0,3877000000.0,-1.93%,9.25,0.64,1709.0,Producer Manufacturing
3816,603013,YAPP AUTOMOTIVE SYSTEMS,14.50,-5.60%,-0.86,9180000.0,133109000.00000001,7809000000.0,-9.09%,14.92,0.97,3823.0,Producer Manufacturing
3817,603015,"NINGBO TECHMATION CO.,LTD.",8.80,-2.11%,-0.19,5553000.0,48865000.0,3634000000.0,2.28%,85.60,0.10,N/A,Electronic Technology
3818,603016,"WUXI NEW HONGTAI ELECTRICAL TECHNOLOGY CO.,LTD",21.18,-1.40%,-0.30,570800.0,12090000.0,3182000000.0,1.85%,44.26,0.48,1151.0,Producer Manufacturing
3819,603017,"ARTS GROUP CO., LTD",11.20,-1.84%,-0.21,4308000.0,48247000.0,3148000000.0,18.70%,32.81,0.34,3080.0,Industrial Services
3820,603018,"CHINA DESIGNGROUPCO.,LTD.",8.85,0.23%,0.02,10510000.0,93012000.0,6038000000.0,5.62%,8.94,1.01,6104.0,Commercial Services
3821,603019,DAWNING INFORMATION INDUSTRY,42.44,-6.00%,-2.71,80901000.0,3433000000.0,65519000000.00001,38.07%,N/A,1.10,4931.0,Electronic Technology
3822,603020,"APPLE FLAVOR & FRAGRANCE GROUP CO., LTD",9.29,-0.85%,-0.08,2234000.0,20757000.0,3591000000.0,-21.06%,34.48,0.27,1290.0,Consumer Non-Durables
3823,603021,"SHANDONG HUAPENG GLASS CO.,LTD.",5.41,0.00%,0.00,2253000.0,12190000.0,1731000000.0,5.46%,N/A,-1.23,N/A,Process Industries
3824,603022,"SHANGHAI XINTONGLIAN PACKING CO.,LTD",9.71,-2.31%,-0.23,1330000.0,12914000.0,1988000000.0,3.65%,50.92,0.19,1133.0,Process Industries
3825,603023,HARBIN VITI ELECTRONICS CORP,4.27,-2.06%,-0.09,17956000.0,76670000.0,2451000000.0,-12.45%,749.12,0.01,N/A,Consumer Durables
3826,603025,BEIJING DAHAO TECHNOLOGY COR,12.95,-0.54%,-0.07,3784000.0,49009000.0,14387000000.0,-22.56%,33.44,0.39,1282.0,Electronic Technology
3827,603026,"SHINGHWA ADVANCED MATERIAL GROUP CO.,LTD.",60.99,2.80%,1.66,3556000.0,216879000.0,12025000000.0,-57.11%,27.57,2.21,1984.0,Process Industries
3828,603027,"QIANHE CONDIMENT AND FOOD CO., LTD",18.67,-1.11%,-0.21,6479000.0,120966000.0,19321000000.0,31.16%,41.24,0.45,2702.0,Consumer Non-Durables
3829,603028,JIANGSU SAFETY WIRE ROPE,11.67,-0.68%,-0.08,2138000.0,24951000.0,3373000000.0,14.19%,N/A,-0.29,N/A,Non-Energy Minerals
3830,603029,SHANDONG SWAN COTTON INDUSTRIAL MACHINERY STOCK,21.06,-0.14%,-0.03,2979000.0,62733000.0,2559000000.0,67.38%,42.34,0.50,N/A,Producer Manufacturing
3831,603030,"SHANGHAI TRENDZONE HOLDINGS GROUP CO.,LTD",2.93,-0.34%,-0.01,10099000.0,29590000.0,1693000000.0,0.01%,N/A,-2.12,1223.0,Industrial Services
3832,603031,"ANHUI ANFU BATTERY TECHNOLOGY CO.,LTD.",48.12,-0.31%,-0.15,201300.0,9687000.0,5406000000.0,-7.58%,58.63,0.82,2287.0,Retail Trade
3833,603032,"DELIXI NEW ENERGY TECHNOLOGY CO.,LTD",27.60,-0.97%,-0.27,3233000.0,89243000.0,6562000000.0,-58.15%,29.59,0.95,N/A,Transportation
3834,603033,"SANWEI HOLDING GROUP CO.,LTD",15.13,-0.85%,-0.13,999070.0,15116000.0,15745000000.0,-2.36%,67.57,0.22,3036.0,Producer Manufacturing
3835,603035,JIANGSU CHANGSHU AUTOMOTIVE TRIM GROUP,20.45,-1.82%,-0.38,2544000.0,52019000.0,7916000000.0,8.89%,14.91,1.40,4515.0,Producer Manufacturing
3836,603036,JIANGSU RUTONG PETRO-MACHINERY,10.35,-0.48%,-0.05,1225000.0,12676000.0,2116000000.0,11.48%,26.10,0.40,N/A,Industrial Services
3837,603037,"SHANGHAI CARTHANE CO., LTD",14.80,-0.13%,-0.02,2510000.0,37143000.0,2019000000.0000002,6.22%,26.79,0.55,N/A,Producer Manufacturing
3838,603038,"DONGGUAN HUALI INDUSTRIES CO.,LTD.",10.15,-5.58%,-0.60,15840000.0,160771000.0,2222000000.0,34.04%,196.71,0.05,N/A,Non-Energy Minerals
3839,603039,"SHANGHAI WEAVER NETWORK CO.,LTD",72.03,-3.56%,-2.66,1064000.0,76669000.0,19147000000.0,118.39%,88.55,0.81,1941.0,Technology Services
3840,603040,"HANGZHOU XZB TECH CO.,LTD",24.72,-0.48%,-0.12,1442000.0,35655000.0,3331000000.0,25.87%,19.60,1.26,N/A,Producer Manufacturing
3841,603041,"JIANGSU MAYSTA CHEMICAL CO., LTD",11.83,-0.42%,-0.05,1279000.0,15127000.0,2175000000.0,-12.65%,25.78,0.46,N/A,Process Industries
3842,603042,NANJING HUAMAI TECHNOLOGY CO.;LTD.,15.92,-6.30%,-1.07,20180000.0,321262000.0,2728000000.0,44.97%,N/A,-0.64,1086.0,Electronic Technology
3843,603043,"GUANGZHOU RESTAURANT GROUP CO.,LTD.",25.76,-0.92%,-0.24,1059000.0,27279000.0,14788000000.0,12.23%,N/A,0.96,5846.0,Consumer Services
3844,603045,FUDA ALLOY MATERIALS CO LTD,16.05,-1.41%,-0.23,3462000.0,55572000.0,2170000000.0,0.05%,65.72,0.24,1312.0,Non-Energy Minerals
3845,603048,ZHEJIANG LIMING INTELLIGENT MANUFACTURING,16.60,-1.60%,-0.27,1161000.0,19271000.0,2478000000.0,-13.26%,169.91,0.10,1250.0,Producer Manufacturing
3846,603050,SHIJIAZHUANG KELIN ELECTRIC,15.40,-0.32%,-0.05,9810000.0,151081000.0,3509000000.0,38.12%,24.09,0.64,2633.0,Producer Manufacturing
3847,603051,GUANGZHOU LUSHAN NEW MATERIALS,39.07,-1.46%,-0.58,2035000.0000000002,79498000.0,3648000000.0,N/A,511.39,0.08,N/A,Process Industries
3848,603052,SUZHOU K-HIRAGAWA ELECTRONIC TECHNOLOGY,29.22,-2.40%,-0.72,814560.0,23801000.0,2884000000.0,N/A,N/A,,N/A,Electronic Technology
3849,603053,CHENGDU GAS GROUP CORPORATION LTD.,10.04,-0.30%,-0.03,1764000.0,17707000.0,8951000000.0,3.18%,18.36,0.55,2682.0,Utilities
3850,603055,ZHE JIANG TAIHUA NEW MATERIAL,10.83,-2.08%,-0.23,2402000.0,26016000.0,9768000000.0,-21.59%,42.37,0.26,4861.0,Process Industries
3851,603056,"DEPPON LOGISTICS CO.,LTD.",17.12,-1.04%,-0.18,1813000.0,31033000.0,17766000000.0,31.66%,21.85,0.78,62245.0,Transportation
3852,603057,SHANGHAI ZIYAN FOOD,25.60,-1.99%,-0.52,854730.0,21881000.0,10761000000.0,N/A,44.20,0.58,1886.0,Consumer Non-Durables
3853,603058,"GUI ZHOU YONGJI PRINTING CO.,LTD",8.85,-0.90%,-0.08,1937000.0,17140000.0,3712000000.0,9.27%,39.51,0.22,N/A,Commercial Services
3854,603059,"PERFECT GROUP CORP.,LTD",22.48,-2.01%,-0.46,531900.0,11957000.0,2297000000.0,16.60%,21.51,1.05,2152.0,Producer Manufacturing
3855,603060,"CHINA TESTING & CERTIFICATION INTERNATIONAL GROUP CO.,LTD.",10.94,-0.36%,-0.04,886513.0,9698000.0,8812000000.0,-3.54%,34.09,0.32,5719.0,Commercial Services
3856,603061,"JHT DESIGN CO.,LTD.",95.78,-0.15%,-0.14,934800.0,89535000.0,5755000000.0,N/A,N/A,,N/A,Commercial Services
3857,603063,"SHENZHEN HOPEWIND ELECTRIC CO., LTD. ",29.54,-1.57%,-0.47,3459000.0,102169000.0,13063000000.0,-18.09%,37.05,0.81,1855.0,Producer Manufacturing
3858,603065,"SUQIAN UNITECH CORP., LTD.",14.14,-0.42%,-0.06,620603.0,8775000.0,5949000000.0,N/A,N/A,,1994.0,Process Industries
3859,603066,NANJING INFORM STORAGE EQUIPMENT (GROUP),10.54,-0.94%,-0.10,1489000.0,15689000.0,3130000000.0,12.71%,19.58,0.54,1688.0,Producer Manufacturing
3860,603067,"HUBEI ZHENHUA CHEMICAL CO., LTD",11.46,-0.95%,-0.11,2884000.0,33049999.999999996,5889000000.0,-38.39%,13.81,0.84,2016.0,Process Industries
3861,603068,BEKEN CORPORATION,27.91,-0.43%,-0.12,934400.0,26079000.0,4216000000.0,-24.08%,N/A,-1.85,N/A,Electronic Technology
3862,603069,"HAINAN HAIQI TRANSPORTATION GROUP CO.,LTD.",18.70,-0.95%,-0.18,1659000.0,31014000.0,5966000000.0,-28.21%,249.33,0.08,2963.0,Transportation
3863,603070,"WECOME INTELLIGENT MANUFACTURING CO.,LTD.",17.52,0.00%,0.00,2765000.0,48441000.0,7026000000.0,N/A,32.56,0.54,3473.0,Electronic Technology
3864,603071,"ZJMI ENVIRONMENTAL ENERGY CO.,LTD.",16.40,-0.79%,-0.13,1244000.0,20402000.0,9223000000.0,-4.06%,8.11,2.02,1411.0,Process Industries
3865,603073,"ZHEJIANG CADY INDUSTRY CO.,LTD.",18.97,-0.73%,-0.14,841603.0,15965000.0,2217000000.0,N/A,N/A,,N/A,Consumer Non-Durables
3866,603076,"NINGBO LEHUI INTERNATIONAL ENGINEERING EQUIPMENT CO.,LTD.",40.85,-3.66%,-1.55,6130000.0,250416000.0,5118000000.0,-23.42%,485.73,0.08,1232.0,Producer Manufacturing
3867,603077,"SICHUAN HEBANG BIOTECHNOLOGY CO.,LTD.",2.53,-1.17%,-0.03,31558000.0,79843000.0,21489000000.0,-33.51%,6.99,0.36,6459.0,Process Industries
3868,603078,"JIANGYIN JIANGHUAMICRO ELCTRONIC MATERIALS CO.,LTD",15.75,-0.94%,-0.15,1749000.0,27553000.0,6132000000.0,-17.01%,55.28,0.28,N/A,Process Industries
3869,603079,"ZHEJIANG SHENGDA BIO-PHARM CO., LTD",12.46,0.73%,0.09,875784.0,10912000.0,2118000000.0,-6.43%,150.48,0.08,1152.0,Health Technology
3870,603080,"XINJIANG TORCH GAS CO.,LTD.",14.00,-1.41%,-0.20,929700.0,13016000.0,2009000000.0,-7.49%,23.18,0.60,N/A,Utilities
3871,603081,"ZHEJIANG DAFENG INDUSTRY CO., LTD",16.01,-3.20%,-0.53,2017000.0,32296999.999999996,6775000000.0,56.39%,28.19,0.59,2257.0,Producer Manufacturing
3872,603083,"CIG SHANGHAI CO.,LTD.",49.98,-8.55%,-4.67,38812000.0,1940000000.0,14652000000.0,430.32%,N/A,1.60,1265.0,Communications
3873,603085,"ZHEJIANG TIANCHENG CONTROLS CO.,LTD",10.01,-1.18%,-0.12,1651000.0,16524999.999999998,4022999999.9999995,-28.05%,N/A,-0.72,2231.0,Producer Manufacturing
3874,603086,"SHANDONG CYNDA CHEMICAL CO.,LTD.",6.60,-1.35%,-0.09,3384000.0,22332000.0,2893000000.0,-24.37%,8.15,0.81,1899.0,Process Industries
3875,603087,GAN & LEE PHARMACEUTICALS.,41.44,0.88%,0.36,8623000.0,357337000.0,23237000000.0,1.13%,N/A,-0.90,4057.0000000000005,Health Technology
3876,603088,"JDM JINGDA MACHINE (NINGBO)CO.,LTD",9.03,-1.53%,-0.14,6489000.0,58597000.0,4017000000.0000005,-8.21%,25.78,0.35,N/A,Producer Manufacturing
3877,603089,"ADD INDUSTRY?ZHEJIANG? CO., LTD",8.68,-0.91%,-0.08,1098000.0,9531000.0,1949000000.0,-2.56%,37.21,0.23,3064.0,Producer Manufacturing
3878,603090,WUXI HONGSHENG HEAT EXCHANGER MANUF,21.67,2.12%,0.45,1460000.0,31628000.0,2122000000.0,-25.20%,N/A,0.77,N/A,Producer Manufacturing
3879,603093,NANHUA FUTURES,14.27,-0.28%,-0.04,5475000.0,78129000.0,8730000000.0,40.16%,31.06,0.46,N/A,Finance
3880,603095,"ZHEJIANG YUEJIAN INTELLIGENT EQUIPMENT CO.,LTD.",14.77,-0.07%,-0.01,1590000.0,23479000.0,2731000000.0,-4.95%,6.39,2.31,N/A,Producer Manufacturing
3881,603096,THINKINGDOM MEDIA GROUP LTD.,19.14,-6.13%,-1.25,4212000.0,80622000.0,3257000000.0,13.72%,21.76,0.88,N/A,Consumer Services
3882,603097,JIANGSU HUACHEN TRANSFORMER,21.47,-2.19%,-0.48,1859000.0,39902000.0,3512000000.0,N/A,45.72,0.47,N/A,Producer Manufacturing
3883,603098,CENTER INTERNATIONAL GROUP COMPANY LIMITED,22.35,-0.22%,-0.05,640900.0,14324000.0,12069000000.0,-27.74%,343.32,0.07,1723.0,Producer Manufacturing
3884,603099,CHANGBAI SHAN TOURISM COMPANY LIMITED,12.97,-2.85%,-0.38,3563000.0,46219000.0,3560000000.0,64.61%,N/A,-0.10,N/A,Consumer Services
3885,603100,"CHONGQING CHUANYI AUTOMATION CO.,LTD",33.29,-2.94%,-1.01,2029999.9999999998,67564000.0,13548000000.0,62.02%,N/A,1.76,5150.0,Electronic Technology
3886,603101,"XINJIANG WINKA TIMES DEPARTMENT STORE CO.,LTD.",6.52,-1.36%,-0.09,3440000.0,22428000.0,3109000000.0,10.54%,N/A,-0.26,3355.0,Retail Trade
3887,603102,WEIHAI BAIHE BIOLOGY TECHNOLOGICAL,47.07,10.00%,4.28,4640000.0,218386000.0,2739000000.0,3.53%,19.88,2.37,1027.0,Health Technology
3888,603103,"HENGDIAN ENTERTAINMENT CO.,LTD",19.89,-2.07%,-0.42,10375000.0,206357000.0,12881000000.0,48.57%,N/A,-0.38,4992.0,Consumer Services
3889,603105,ZHEJIANG SUNOREN SOLAR TECHNOLOGY,15.18,-2.25%,-0.35,4766000.0,72345000.0,7765000000.0,8.83%,36.00,0.42,N/A,Finance
3890,603106,CASHWAY FINTECH,8.59,9.99%,0.78,98952000.0,849999000.0,4065000000.0000005,50.19%,N/A,-0.31,2485.0,Producer Manufacturing
3891,603108,"SHANGHAI RUNDA MEDICAL TECHNOLOGY CO.,LTD",13.96,1.01%,0.14,64840999.99999999,905175000.0,8010999999.999999,37.95%,18.40,0.79,3499.0,Health Technology
3892,603109,"SENCI ELECTRIC MACHINERY CO.,LTD",16.48,-1.08%,-0.18,1517000.0,25007000.0,3481000000.0,-16.46%,13.03,1.29,2763.0,Producer Manufacturing
3893,603110,"NEW EAST NEW MATERIALS CO., LTD",28.04,-3.84%,-1.12,4322000.0,121175000.0,5868000000.0,-17.74%,246.83,0.11,N/A,Process Industries
3894,603111,NANJING KANGNI MECHANICAL & ELECTRICAL,4.67,-3.91%,-0.19,9179000.0,42867000.0,4827000000.0,1.89%,16.80,0.28,3094.0,Producer Manufacturing
3895,603112,SHANXI HUAXIANG GROUP,11.70,0.69%,0.08,3705000.0,43350000.0,4951000000.0,-29.53%,19.43,0.61,5621.0,Commercial Services
3896,603113,JINNENG SCIENCE&TECHNOLOGY,8.50,-1.16%,-0.10,2738000.0,23275000.0,7292000000.0,-11.97%,N/A,-0.02,2890.0,Process Industries
3897,603115,NANTONG HAIXING ELECTRONICS,14.13,-2.42%,-0.35,1107000.0,15648000.0,3464000000.0,-39.31%,19.14,0.74,N/A,Non-Energy Minerals
3898,603116,ZHEJIANG RED DRAGONFLY FOOTWARE CO,6.16,-1.12%,-0.07,9685000.0,59662000.0,3469000000.0,13.07%,N/A,-0.05,4263.0,Consumer Non-Durables
3899,603117,JIANGSU WANLIN MODERN LOGISTICS CO,3.37,-0.88%,-0.03,362320.0,1221000.0,2153000000.0,31.78%,N/A,-0.95,N/A,Transportation
3900,603118,"SHENZHEN GONGJIN ELECTRONICS CO.,LTD.",11.24,-4.42%,-0.52,28007000.0,314803000.0,9304000000.0,38.84%,34.46,0.33,7351.0,Electronic Technology
3901,603119,ZHE JIANG RONGTAI ELECTRIC MATERIAL CO.?LTD,29.71,-1.39%,-0.42,24597000.0,730773000.0,8436000000.0,N/A,N/A,,N/A,Non-Energy Minerals
3902,603121,"SHANGHAI SINOTEC CO.,LTD",8.09,-2.65%,-0.22,3444000.0,27861000.0,2776000000.0,8.18%,93.42,0.09,1419.0,Producer Manufacturing
3903,603122,COWEALTH MEDICAL CHINA CO LTD,9.33,10.02%,0.85,25640000.0,239223000.0,3375000000.0,-30.66%,48.37,0.19,N/A,Health Technology
3904,603123,"BEIJING CUIWEI TOWER CO.,LTD.",10.61,-0.19%,-0.02,12003000.0,127356000.0,8491000000.0,-8.44%,N/A,-0.61,2415.0,Commercial Services
3905,603125,JIANGSU EVERGREEN NEW MATERIAL TECHNOLOGY INCORPORATED COMPANY,30.90,-2.22%,-0.70,3690000.0,114009000.0,6085000000.0,N/A,31.21,0.99,N/A,Process Industries
3906,603126,SINOMA ENERGY CONSERVATION LTD.,7.52,-1.70%,-0.13,5221000.0,39265000.0,4670000000.0,13.67%,28.77,0.26,1904.0,Industrial Services
3907,603127,"JOINN LABORATORIES (CHINA) CO., LTD",28.46,5.06%,1.37,13974000.0,397706000.0,19072000000.0,-50.62%,14.27,1.52,2788.0,Health Technology
3908,603128,CTS LNTERNATIONAL LOGISTICS CORPORATION LIMITED,9.26,-0.64%,-0.06,3869000.0,35830000.0,12012000000.0,11.48%,14.11,0.67,4774.0,Transportation
3909,603129,ZHEJIANG CFMOTO POWER,151.62,-1.06%,-1.62,604563.0,91664000.0,22472000000.0,6.69%,28.25,5.38,4034.0,Consumer Durables
3910,603130,"ZHEJIANG YUNZHONGMA CO., LTD",23.19,-1.70%,-0.40,1739000.0,40330000.0,3303000000.0,N/A,N/A,,N/A,Process Industries
3911,603131,"SHANGHAI HUGONG ELECTRIC GROUP CO.,LTD",12.91,-0.77%,-0.10,3095000.0,39952000.0,4136999999.9999995,-12.09%,N/A,-0.41,1345.0,Producer Manufacturing
3912,603132,JINHUI MINING INCORPORATION LIMITED,13.62,-2.08%,-0.29,9779000.0,133190000.0,13604000000.0,N/A,33.34,0.41,1153.0,Non-Energy Minerals
3913,603133,"TANYUAN?TECHNOLOGY?CO.,?LTD. ",7.29,2.10%,0.15,1473000.0,10735000.0,1494000000.0,-39.03%,N/A,-0.42,N/A,Producer Manufacturing
3914,603135,"ZHONGZHONG SCIENCE & TECHNOLOGY?TIANJIN?CO., LTD.",18.88,1.02%,0.19,1989000.0,37554000.0,8411000000.0,N/A,N/A,,N/A,Producer Manufacturing
3915,603136,"JIANGSU TIANMU LAKE TOURISM CO.,LTD",23.73,-2.02%,-0.49,1519000.0,36056000.0,4512000000.0,8.61%,72.55,0.33,1205.0,Consumer Services
3916,603137,JIANGSU HENGSHANG ENERGY CONSERVATION TECHNOLOGY ,20.01,-1.09%,-0.22,1156000.0,23124000.0,2643000000.0,N/A,N/A,,N/A,Producer Manufacturing
3917,603138,BEIJING VASTDATA TECHNOLOGY,21.84,3.41%,0.72,22325000.0,487585000.0,5877000000.0,18.98%,N/A,-0.29,N/A,Technology Services
3918,603139,"SHAANXI KANGHUI PHARMACEUTICAL CO.,LTD",17.34,0.23%,0.04,2121000.0,36776000.0,1728000000.0,-31.24%,N/A,-0.64,N/A,Health Technology
3919,603150,"ANHUI HIGASKET PLASTICS CO.,LTD.",26.60,-0.93%,-0.25,296600.0,7890000.0,2295000000.0,-9.39%,15.67,1.71,3649.0,Producer Manufacturing
3920,603151,SHANDONG TEAMGENE TECHNOLOGY,16.76,0.42%,0.07,753676.0,12632000.0,700980000.0,N/A,24.05,0.70,N/A,Technology Services
3921,603153,SHANGHAI RESEARCH INSTITUTE OF BUILDING SCIENCES GROUP,17.85,-0.11%,-0.02,2084000.0,37205000.0,7324000000.0,N/A,N/A,,N/A,Industrial Services
3922,603155,"XINYAQIANG SILICON CHEMISTRY CO.,LTD",24.55,-1.01%,-0.25,546120.0,13407000.0,5594000000.0,-25.75%,21.22,1.16,N/A,Process Industries
